"Date","Price","Open","High","Low","Vol.","Change %"
"01/13/2020","13,698.64","13,802.57","13,834.09","13,698.64","98.24M","-0.75%"
"01/12/2020","13,802.57","13,729.81","13,802.99","13,726.32","60.24M","0.53%"
"01/09/2020","13,729.81","13,542.48","13,736.07","13,542.37","82.08M","1.38%"
"01/08/2020","13,542.48","13,212.66","13,542.48","13,102.08","113.25M","2.50%"
"01/06/2020","13,212.66","13,283.66","13,283.66","13,005.23","103.11M","-0.53%"
"01/05/2020","13,283.66","13,899.54","13,899.54","13,283.66","","-4.43%"
"01/02/2020","13,899.54","13,961.56","13,964.95","13,899.54","28.40M","-0.44%"
"12/31/2019","13,961.56","13,937.26","14,092.47","13,926.98","69.50M","0.17%"
"12/30/2019","13,937.26","13,812.98","13,952.29","13,812.86","66.52M","0.90%"
"12/29/2019","13,812.98","13,884.95","13,893.30","13,811.38","46.10M","-0.52%"
"12/26/2019","13,884.95","13,747.68","13,887.12","13,746.82","45.48M","1.00%"
"12/25/2019","13,747.68","13,805.43","13,846.31","13,741.01","30.89M","-0.42%"
"12/24/2019","13,805.43","13,902.43","13,902.43","13,794.35","38.12M","-0.70%"
"12/23/2019","13,902.43","13,892.65","13,904.67","13,873.49","33.21M","0.07%"
"12/22/2019","13,892.65","13,837.19","13,901.57","13,793.47","","0.40%"
"12/19/2019","13,837.19","13,793.99","13,856.67","13,793.99","67.96M","0.31%"
"12/18/2019","13,793.99","13,627.19","13,798.63","13,627.19","412.01M","1.22%"
"12/17/2019","13,627.19","13,404.42","13,627.19","13,404.41","95.74M","1.66%"
"12/16/2019","13,404.42","13,433.54","13,455.27","13,404.24","41.29M","-0.22%"
"12/15/2019","13,433.54","13,358.47","13,433.54","13,357.47","21.70M","0.56%"
"12/12/2019","13,358.47","13,427.22","13,427.22","13,353.15","45.94M","-0.51%"
"12/11/2019","13,427.22","13,509.02","13,521.88","13,427.22","52.99M","-0.61%"
"12/10/2019","13,509.02","13,442.52","13,509.02","13,423.59","45.70M","0.49%"
"12/09/2019","13,442.52","13,493.69","13,499.49","13,436.22","25.44M","-0.38%"
"12/08/2019","13,493.69","13,622.13","13,622.13","13,493.66","","-0.94%"
"12/05/2019","13,622.13","13,635.52","13,695.89","13,622.13","61.54M","-0.10%"
"12/04/2019","13,635.52","13,469.60","13,635.52","13,469.60","63.09M","1.23%"
"12/03/2019","13,469.60","13,537.80","13,544.28","13,388.39","85.51M","-0.50%"
"12/02/2019","13,537.80","13,780.63","13,791.47","13,537.80","94.86M","-1.76%"
"12/01/2019","13,780.63","13,849.46","13,877.37","13,780.63","41.44M","-0.50%"
"11/28/2019","13,849.46","13,759.70","13,866.63","13,744.60","46.58M","0.65%"
"11/27/2019","13,759.70","13,781.96","13,812.13","13,759.16","34.22M","-0.16%"
"11/26/2019","13,781.96","13,974.14","13,974.81","13,781.49","76.59M","-1.38%"
"11/25/2019","13,974.14","14,050.16","14,052.59","13,974.14","51.49M","-0.54%"
"11/24/2019","14,050.16","14,094.58","14,094.58","14,050.16","27.77M","-0.32%"
"11/21/2019","14,094.58","14,224.38","14,224.38","14,094.58","70.29M","-0.91%"
"11/20/2019","14,224.38","14,313.46","14,314.24","14,223.82","61.80M","-0.62%"
"11/19/2019","14,313.46","14,378.59","14,406.21","14,313.46","71.85M","-0.45%"
"11/18/2019","14,378.59","14,556.32","14,556.39","14,378.59","73.68M","-1.22%"
"11/17/2019","14,556.32","14,545.54","14,572.80","14,528.78","74.25M","0.07%"
"11/14/2019","14,545.54","14,607.69","14,610.10","14,507.63","84.44M","-0.43%"
"11/13/2019","14,607.69","14,669.98","14,686.71","14,607.69","72.14M","-0.42%"
"11/12/2019","14,669.98","14,769.95","14,787.48","14,669.98","123.85M","-0.68%"
"11/11/2019","14,769.95","14,795.87","14,831.20","14,769.95","94.67M","-0.18%"
"11/07/2019","14,795.87","14,709.79","14,797.23","14,709.79","71.93M","0.59%"
"11/06/2019","14,709.79","14,789.61","14,794.75","14,709.54","96.35M","-0.54%"
"11/05/2019","14,789.61","14,625.78","14,798.00","14,625.78","87.55M","1.12%"
"11/04/2019","14,625.78","14,622.75","14,675.16","14,604.17","77.05M","0.02%"
"11/03/2019","14,622.75","14,558.02","14,650.51","14,558.02","112.10M","0.44%"
"10/31/2019","14,558.02","14,477.79","14,561.37","14,468.22","187.11M","0.55%"
"10/30/2019","14,477.79","14,465.47","14,525.09","14,465.47","111.53M","0.09%"
"10/29/2019","14,465.47","14,301.09","14,465.84","14,299.67","156.04M","1.15%"
"10/28/2019","14,301.09","14,237.39","14,340.00","14,236.94","114.31M","0.45%"
"10/27/2019","14,237.39","14,206.67","14,256.82","14,205.97","135.91M","0.22%"
"10/24/2019","14,206.67","14,126.51","14,223.14","14,125.57","101.53M","0.57%"
"10/23/2019","14,126.51","14,201.32","14,201.84","14,078.20","101.53M","-0.53%"
"10/22/2019","14,201.32","14,178.51","14,224.58","14,155.94","130.80M","0.16%"
"10/21/2019","14,178.51","14,239.45","14,267.65","14,176.52","84.09M","-0.43%"
"10/20/2019","14,239.45","14,205.86","14,253.58","14,191.24","48.49M","0.24%"
"10/17/2019","14,205.86","14,209.23","14,283.21","14,203.30","138.03M","-0.02%"
"10/16/2019","14,209.23","14,060.82","14,209.23","14,060.82","140.14M","1.06%"
"10/15/2019","14,060.82","14,180.76","14,180.76","14,057.02","77.60M","-0.85%"
"10/14/2019","14,180.76","14,220.47","14,266.70","14,179.64","83.15M","-0.28%"
"10/13/2019","14,220.47","14,302.27","14,314.75","14,207.88","46.96M","-0.57%"
"10/10/2019","14,302.27","14,182.70","14,337.03","14,181.99","84.40M","0.84%"
"10/09/2019","14,182.70","14,348.57","14,348.57","14,180.43","81.75M","-1.16%"
"10/08/2019","14,348.57","14,431.72","14,465.09","14,348.57","138.76M","-0.58%"
"10/07/2019","14,431.72","14,217.81","14,436.15","14,217.81","130.31M","1.50%"
"10/03/2019","14,217.81","14,381.15","14,381.15","14,140.09","140.58M","-1.14%"
"10/02/2019","14,381.15","14,496.84","14,523.69","14,381.15","109.76M","-0.80%"
"10/01/2019","14,496.84","14,257.75","14,497.21","14,257.75","100.33M","1.68%"
"09/30/2019","14,257.75","14,315.79","14,348.84","14,223.29","114.92M","-0.41%"
"09/29/2019","14,315.79","13,857.12","14,385.53","13,857.12","207.20M","3.31%"
"09/26/2019","13,857.12","13,594.61","13,917.91","13,594.61","177.19M","1.93%"
"09/25/2019","13,594.61","13,170.20","13,599.74","13,170.20","139.83M","3.22%"
"09/24/2019","13,170.20","13,753.19","13,753.19","13,169.51","207.77M","-4.24%"
"09/23/2019","13,753.19","13,958.11","13,972.26","13,753.19","173.84M","-1.47%"
"09/22/2019","13,958.11","14,742.07","14,742.07","13,958.11","","-5.32%"
"09/19/2019","14,742.07","14,745.10","14,753.46","14,694.27","115.03M","-0.02%"
"09/18/2019","14,745.10","14,752.45","14,776.68","14,719.53","82.95M","-0.05%"
"09/17/2019","14,752.45","14,970.24","14,990.28","14,749.77","174.66M","-1.45%"
"09/16/2019","14,970.24","15,023.23","15,023.23","14,856.70","114.86M","-0.35%"
"09/15/2019","15,023.23","15,110.37","15,127.26","15,023.23","52.42M","-0.58%"
"09/12/2019","15,110.37","15,014.82","15,117.49","15,014.82","78.87M","0.64%"
"09/11/2019","15,014.82","14,956.36","15,033.83","14,948.01","71.00M","0.39%"
"09/10/2019","14,956.36","14,887.78","14,962.81","14,879.24","71.97M","0.46%"
"09/09/2019","14,887.78","14,931.11","14,960.41","14,887.71","88.07M","-0.29%"
"09/08/2019","14,931.11","14,933.18","14,945.84","14,906.66","60.09M","-0.01%"
"09/05/2019","14,933.18","14,841.38","14,945.38","14,821.01","111.64M","0.62%"
"09/04/2019","14,841.38","14,999.58","15,001.44","14,841.38","95.06M","-1.05%"
"09/03/2019","14,999.58","15,110.23","15,123.00","14,999.58","99.37M","-0.73%"
"09/02/2019","15,110.23","14,931.66","15,115.90","14,832.25","117.44M","1.20%"
"09/01/2019","14,931.66","14,835.36","14,936.16","14,835.36","79.22M","0.65%"
"08/29/2019","14,835.36","14,595.51","14,838.48","14,595.47","143.24M","1.64%"
"08/28/2019","14,595.51","14,283.50","14,595.51","14,276.10","114.46M","2.18%"
"08/27/2019","14,283.50","14,291.03","14,331.58","14,270.86","102.52M","-0.05%"
"08/26/2019","14,291.03","14,340.51","14,340.51","14,239.91","122.47M","-0.35%"
"08/25/2019","14,340.51","14,333.16","14,490.12","14,333.16","243.67M","0.05%"
"08/22/2019","14,333.16","14,357.18","14,363.91","14,328.60","130.07M","-0.17%"
"08/21/2019","14,357.18","14,428.08","14,477.15","14,357.18","211.09M","-0.49%"
"08/20/2019","14,428.08","14,304.37","14,435.59","14,304.37","179.95M","0.86%"
"08/19/2019","14,304.37","14,399.70","14,420.78","14,280.75","226.19M","-0.66%"
"08/18/2019","14,399.70","14,295.13","14,421.52","14,295.13","111.79M","0.73%"
"08/15/2019","14,295.13","14,540.56","14,540.56","14,282.03","114.18M","-1.69%"
"08/14/2019","14,540.56","14,180.44","14,540.56","14,180.44","153.74M","2.54%"
"08/08/2019","14,180.44","13,880.57","14,180.44","13,880.15","160.47M","2.16%"
"08/07/2019","13,880.57","13,655.91","13,881.46","13,655.91","178.97M","1.65%"
"08/06/2019","13,655.91","13,598.66","13,659.09","13,577.84","98.66M","0.42%"
"08/05/2019","13,598.66","13,616.26","13,616.26","13,503.45","134.03M","-0.13%"
"08/04/2019","13,616.26","13,525.93","13,635.09","13,511.13","125.34M","0.67%"
"08/01/2019","13,525.93","13,392.47","13,525.93","13,384.06","121.93M","1.00%"
"07/31/2019","13,392.47","13,364.63","13,392.47","13,212.36","121.46M","0.21%"
"07/30/2019","13,364.63","13,421.91","13,478.11","13,361.14","126.92M","-0.43%"
"07/29/2019","13,421.91","13,460.00","13,467.58","13,398.79","74.46M","-0.28%"
"07/28/2019","13,460.00","13,510.06","13,562.68","13,459.77","52.38M","-0.37%"
"07/25/2019","13,510.06","13,617.89","13,622.40","13,510.06","70.38M","-0.79%"
"07/24/2019","13,617.89","13,684.57","13,698.58","13,617.89","97.60M","-0.49%"
"07/22/2019","13,684.57","13,576.26","13,699.47","13,576.18","66.11M","0.80%"
"07/21/2019","13,576.26","13,670.27","13,670.77","13,576.26","77.22M","-0.69%"
"07/18/2019","13,670.27","13,641.94","13,690.07","13,641.94","100.21M","0.21%"
"07/17/2019","13,641.94","13,721.82","13,724.49","13,632.57","94.76M","-0.58%"
"07/16/2019","13,721.82","13,627.89","13,762.06","13,627.89","108.64M","0.69%"
"07/15/2019","13,627.89","13,672.13","13,672.13","13,520.82","110.91M","-0.32%"
"07/14/2019","13,672.13","13,813.56","13,881.38","13,672.13","109.75M","-1.02%"
"07/11/2019","13,813.56","14,013.26","14,013.56","13,812.58","106.49M","-1.43%"
"07/10/2019","14,013.26","14,097.43","14,097.43","14,000.80","104.61M","-0.60%"
"07/09/2019","14,097.43","14,043.33","14,145.35","14,043.33","192.32M","0.39%"
"07/08/2019","14,043.33","14,013.04","14,044.85","14,012.93","189.65M","0.22%"
"07/07/2019","14,013.04","13,997.40","14,015.85","13,967.55","368.29M","0.11%"
"07/04/2019","13,997.40","14,137.22","14,137.22","13,996.04","143.11M","-0.99%"
"07/03/2019","14,137.22","14,136.58","14,178.31","14,132.77","203.09M","0.00%"
"07/02/2019","14,136.58","14,100.74","14,155.68","14,100.74","195.30M","0.25%"
"06/27/2019","14,100.74","14,006.99","14,150.08","14,006.99","251.88M","0.67%"
"06/26/2019","14,006.99","13,831.23","14,006.99","13,828.36","250.72M","1.27%"
"06/25/2019","13,831.23","13,867.47","13,885.12","13,814.81","78.18M","-0.26%"
"06/24/2019","13,867.47","14,017.34","14,033.56","13,864.70","58.58M","-1.07%"
"06/23/2019","14,017.34","14,043.42","14,075.24","14,017.34","43.65M","-0.19%"
"06/20/2019","14,043.42","14,132.18","14,133.05","14,028.04","105.00M","-0.63%"
"06/19/2019","14,132.18","14,202.86","14,215.35","14,132.18","64.44M","-0.50%"
"06/18/2019","14,202.86","14,241.21","14,249.17","14,195.31","59.40M","-0.27%"
"06/17/2019","14,241.21","14,210.09","14,268.63","14,202.48","75.73M","0.22%"
"06/16/2019","14,210.09","14,180.53","14,214.24","14,168.15","59.68M","0.21%"
"06/13/2019","14,180.53","14,158.11","14,209.54","14,158.11","79.56M","0.16%"
"06/12/2019","14,158.11","14,206.18","14,207.81","14,141.80","102.12M","-0.34%"
"06/11/2019","14,206.18","14,148.88","14,286.63","14,147.73","122.85M","0.40%"
"06/10/2019","14,148.88","13,911.66","14,148.88","13,911.66","141.24M","1.71%"
"06/09/2019","13,911.66","13,787.80","13,922.93","13,785.29","69.88M","0.90%"
"06/03/2019","13,787.80","13,690.72","13,787.80","13,688.59","43.47M","0.71%"
"06/02/2019","13,690.72","13,771.31","13,771.31","13,683.82","69.88M","-0.59%"
"05/30/2019","13,771.31","13,974.13","13,992.51","13,771.31","93.10M","-1.45%"
"05/29/2019","13,974.13","14,028.00","14,087.17","13,974.13","140.61M","-0.38%"
"05/28/2019","14,028.00","13,960.47","14,044.01","13,958.98","121.23M","0.48%"
"05/27/2019","13,960.47","13,981.88","14,034.77","13,938.39","76.58M","-0.15%"
"05/26/2019","13,981.88","13,776.85","13,982.20","13,776.85","9.31M","1.49%"
"05/23/2019","13,776.85","13,664.23","13,783.18","13,663.88","49.99M","0.82%"
"05/22/2019","13,664.23","13,614.21","13,682.35","13,613.95","54.15M","0.37%"
"05/21/2019","13,614.21","13,379.46","13,615.66","13,378.23","80.44M","1.75%"
"05/20/2019","13,379.46","13,520.82","13,524.63","13,377.16","54.67M","-1.05%"
"05/19/2019","13,520.82","13,659.73","13,715.72","13,520.82","47.88M","-1.02%"
"05/16/2019","13,659.73","13,809.46","13,865.45","13,643.44","58.26M","-1.08%"
"05/15/2019","13,809.46","14,024.15","14,024.47","13,807.59","47.19M","-1.53%"
"05/14/2019","14,024.15","13,905.73","14,097.70","13,902.14","64.63M","0.85%"
"05/13/2019","13,905.73","14,122.10","14,126.14","13,829.96","94.64M","-1.53%"
"05/12/2019","14,122.10","14,060.00","14,165.69","14,058.55","54.48M","0.44%"
"05/09/2019","14,060.00","14,026.81","14,060.00","13,821.75","95.52M","0.24%"
"05/08/2019","14,026.81","14,389.91","14,389.91","14,026.54","93.27M","-2.52%"
"05/07/2019","14,389.91","14,204.59","14,430.40","14,201.67","50.40M","1.30%"
"05/06/2019","14,204.59","14,511.54","14,511.54","14,164.20","51.62M","-2.12%"
"05/05/2019","14,511.54","14,880.39","14,882.64","14,511.54","47.88M","-2.48%"
"05/02/2019","14,880.39","14,920.15","14,977.86","14,880.39","38.54M","-0.27%"
"04/30/2019","14,920.15","14,770.27","14,920.15","14,770.27","39.10M","1.01%"
"04/24/2019","14,770.27","14,645.78","14,779.03","14,635.35","57.15M","0.85%"
"04/23/2019","14,645.78","14,801.26","14,801.26","14,643.67","53.83M","-1.05%"
"04/22/2019","14,801.26","14,838.63","14,838.63","14,801.26","56.19M","-0.25%"
"04/21/2019","14,838.63","14,876.37","14,896.50","14,837.91","33.74M","-0.25%"
"04/18/2019","14,876.37","14,864.01","14,955.95","14,864.01","90.26M","0.08%"
"04/17/2019","14,864.01","14,973.01","14,973.21","14,852.71","66.55M","-0.73%"
"04/16/2019","14,973.01","15,055.42","15,092.85","14,973.01","111.99M","-0.55%"
"04/15/2019","15,055.42","15,068.96","15,085.21","15,019.50","57.77M","-0.09%"
"04/14/2019","15,068.96","15,105.96","15,159.23","15,068.92","62.43M","-0.24%"
"04/11/2019","15,105.96","15,106.54","15,157.16","15,104.13","100.04M","0.00%"
"04/10/2019","15,106.54","15,088.55","15,110.93","15,077.04","84.60M","0.12%"
"04/09/2019","15,088.55","15,111.09","15,111.81","15,012.91","151.29M","-0.15%"
"04/08/2019","15,111.09","15,135.47","15,185.04","15,111.09","170.21M","-0.16%"
"04/07/2019","15,135.47","15,247.81","15,262.12","15,135.47","129.38M","-0.74%"
"04/04/2019","15,247.81","15,197.84","15,257.58","15,180.78","130.47M","0.33%"
"04/03/2019","15,197.84","15,166.46","15,246.15","15,166.46","112.42M","0.21%"
"04/02/2019","15,166.46","14,954.14","15,166.93","14,954.14","133.49M","1.42%"
"04/01/2019","14,954.14","14,737.88","14,955.11","14,737.81","109.30M","1.47%"
"03/31/2019","14,737.88","14,665.81","14,753.74","14,665.81","78.43M","0.49%"
"03/28/2019","14,665.81","14,554.66","14,665.81","14,469.78","113.87M","0.76%"
"03/27/2019","14,554.66","14,637.40","14,715.50","14,554.66","148.48M","-0.57%"
"03/26/2019","14,637.40","14,670.80","14,685.37","14,612.58","183.39M","-0.23%"
"03/25/2019","14,670.80","14,840.90","14,840.90","14,670.80","119.50M","-1.15%"
"03/24/2019","14,840.90","14,782.81","14,899.05","14,782.81","103.76M","0.39%"
"03/21/2019","14,782.81","14,724.40","14,830.10","14,724.40","91.12M","0.40%"
"03/20/2019","14,724.40","14,645.53","14,761.46","14,603.88","110.11M","0.54%"
"03/19/2019","14,645.53","14,910.78","14,910.78","14,645.53","159.73M","-1.78%"
"03/18/2019","14,910.78","15,033.48","15,083.28","14,910.78","145.29M","-0.82%"
"03/17/2019","15,033.48","14,991.34","15,048.77","14,953.64","85.17M","0.28%"
"03/14/2019","14,991.34","15,125.84","15,152.39","14,991.34","158.25M","-0.89%"
"03/13/2019","15,125.84","15,139.86","15,209.09","15,125.84","159.40M","-0.09%"
"03/12/2019","15,139.86","15,098.12","15,145.23","15,098.12","192.28M","0.28%"
"03/11/2019","15,098.12","14,980.62","15,112.43","14,980.24","186.96M","0.78%"
"03/10/2019","14,980.62","14,904.03","14,980.62","14,904.03","497.18M","0.51%"
"03/07/2019","14,904.03","14,643.09","14,904.03","14,643.09","180.61M","1.78%"
"03/06/2019","14,643.09","14,728.38","14,762.50","14,641.86","154.49M","-0.58%"
"03/05/2019","14,728.38","14,815.18","14,867.24","14,725.22","123.73M","-0.59%"
"03/04/2019","14,815.18","14,819.60","14,912.89","14,803.05","166.57M","-0.03%"
"03/03/2019","14,819.60","14,803.97","14,936.62","14,803.97","168.98M","0.11%"
"02/28/2019","14,803.97","14,772.34","14,931.83","14,772.34","405.07M","0.21%"
"02/27/2019","14,772.34","14,886.85","14,886.93","14,772.34","184.03M","-0.77%"
"02/26/2019","14,886.85","14,946.35","15,072.18","14,886.85","327.80M","-0.40%"
"02/25/2019","14,946.35","14,955.58","14,955.58","14,868.30","253.27M","-0.06%"
"02/24/2019","14,955.58","15,146.71","15,146.71","14,955.58","121.86M","-1.26%"
"02/21/2019","15,146.71","15,213.54","15,217.31","15,140.50","161.27M","-0.44%"
"02/20/2019","15,213.54","15,155.84","15,259.08","15,155.84","277.09M","0.38%"
"02/19/2019","15,155.84","15,227.24","15,245.98","15,100.55","188.41M","-0.47%"
"02/18/2019","15,227.24","15,198.89","15,321.23","15,198.89","228.44M","0.19%"
"02/17/2019","15,198.89","14,984.46","15,298.27","14,984.46","243.26M","1.43%"
"02/14/2019","14,984.46","14,949.07","15,076.46","14,949.07","126.01M","0.24%"
"02/13/2019","14,949.07","14,927.64","14,999.47","14,927.64","209.69M","0.14%"
"02/12/2019","14,927.64","14,784.82","14,935.33","14,784.82","158.42M","0.97%"
"02/11/2019","14,784.82","14,763.94","14,798.95","14,748.81","122.46M","0.14%"
"02/10/2019","14,763.94","14,753.68","14,787.73","14,745.67","111.69M","0.07%"
"02/07/2019","14,753.68","14,766.59","14,810.00","14,741.71","136.27M","-0.09%"
"02/06/2019","14,766.59","14,733.11","14,768.72","14,699.47","192.29M","0.23%"
"02/05/2019","14,733.11","14,366.06","14,733.36","14,366.06","1.64B","2.55%"
"02/04/2019","14,366.06","14,243.81","14,379.39","14,243.81","763.01M","0.86%"
"02/03/2019","14,243.81","14,126.68","14,245.72","14,126.68","298.45M","0.83%"
"01/31/2019","14,126.68","14,093.40","14,148.24","14,091.45","320.14M","0.24%"
"01/30/2019","14,093.40","13,976.52","14,152.11","13,976.52","163.92M","0.84%"
"01/29/2019","13,976.52","13,911.34","13,978.42","13,899.65","153.44M","0.47%"
"01/28/2019","13,911.34","13,817.10","13,930.75","13,817.10","199.78M","0.68%"
"01/27/2019","13,817.10","13,506.65","13,822.54","13,505.99","111.78M","2.30%"
"01/23/2019","13,506.65","13,474.55","13,519.17","13,385.39","91.47M","0.24%"
"01/22/2019","13,474.55","13,574.99","13,622.31","13,474.54","89.54M","-0.74%"
"01/21/2019","13,574.99","13,444.21","13,588.03","13,427.73","76.86M","0.97%"
"01/20/2019","13,444.21","13,482.99","13,500.40","13,444.21","69.76M","-0.29%"
"01/17/2019","13,482.99","13,510.27","13,554.19","13,474.09","114.11M","-0.20%"
"01/16/2019","13,510.27","13,447.12","13,565.54","13,447.12","142.91M","0.47%"
"01/15/2019","13,447.12","13,335.75","13,468.12","13,335.75","75.11M","0.84%"
"01/14/2019","13,335.75","13,525.83","13,525.83","13,335.75","74.44M","-1.41%"
"01/13/2019","13,525.83","13,367.44","13,581.11","13,367.44","106.50M","1.18%"
"01/10/2019","13,367.44","13,365.58","13,370.81","13,299.77","74.70M","0.01%"
"01/09/2019","13,365.58","13,402.70","13,510.47","13,365.58","126.75M","-0.28%"
"01/08/2019","13,402.70","13,343.08","13,423.25","13,343.08","128.78M","0.45%"
"01/06/2019","13,343.08","13,264.70","13,343.08","13,264.70","80.46M","0.59%"
"01/03/2019","13,264.70","13,213.75","13,288.50","13,213.75","107.60M","0.46%"
"01/02/2019","13,204.37","13,035.66","13,221.66","13,035.66","56.49M","1.29%"
"12/31/2018","13,035.77","12,944.80","13,036.72","12,944.80","72.93M","0.70%"
"12/30/2018","12,944.52","12,983.27","13,009.79","12,943.64","65.93M","-0.31%"
"12/27/2018","12,984.21","12,874.75","13,037.81","12,874.75","84.50M","1.12%"
"12/26/2018","12,840.16","12,670.63","12,857.27","12,664.27","55.81M","1.34%"
"12/25/2018","12,670.63","12,768.54","12,768.54","12,634.70","56.51M","-0.89%"
"12/24/2018","12,784.44","12,947.76","12,947.76","12,754.88","58.87M","-1.26%"
"12/23/2018","12,947.35","13,135.10","13,152.85","12,947.35","61.21M","-1.45%"
"12/20/2018","13,137.58","13,052.23","13,137.58","13,016.25","91.75M","0.45%"
"12/19/2018","13,078.20","13,121.72","13,152.54","13,078.20","104.03M","-0.33%"
"12/18/2018","13,121.11","13,215.78","13,223.63","13,121.11","139.41M","-0.71%"
"12/17/2018","13,215.40","12,996.36","13,218.30","12,996.36","144.21M","1.72%"
"12/16/2018","12,992.06","12,998.32","13,022.01","12,910.03","103.18M","-0.04%"
"12/13/2018","12,996.89","12,871.57","13,019.84","12,871.57","113.33M","1.09%"
"12/12/2018","12,856.83","12,669.22","12,856.83","12,669.22","150.97M","1.52%"
"12/11/2018","12,664.41","12,476.39","12,664.43","12,476.39","121.23M","1.51%"
"12/10/2018","12,476.18","12,139.65","12,478.74","12,139.65","73.07M","2.77%"
"12/09/2018","12,140.00","12,387.82","12,387.82","12,076.83","76.16M","-2.00%"
"12/06/2018","12,387.58","12,586.39","12,653.99","12,387.58","78.62M","-1.58%"
"12/05/2018","12,586.74","12,618.46","12,661.65","12,525.35","98.45M","-0.30%"
"12/04/2018","12,624.74","12,934.27","12,934.27","12,618.33","87.61M","-2.39%"
"12/03/2018","12,934.44","13,117.58","13,166.53","12,934.44","126.19M","-1.64%"
"12/02/2018","13,150.08","13,305.12","13,305.12","13,150.08","75.67M","-1.27%"
"11/29/2018","13,319.50","13,307.49","13,357.46","13,306.39","183.46M","0.08%"
"11/28/2018","13,309.49","13,216.76","13,397.73","13,216.76","140.02M","0.72%"
"11/27/2018","13,213.95","13,053.18","13,215.68","13,053.18","112.17M","1.26%"
"11/26/2018","13,049.12","13,153.30","13,154.61","13,040.28","103.34M","-0.79%"
"11/25/2018","13,153.55","13,559.31","13,559.31","13,153.55","123.31M","-3.82%"
"11/22/2018","13,675.37","13,750.06","13,780.72","13,675.37","223.59M","-0.41%"
"11/21/2018","13,731.12","13,893.50","13,893.50","13,724.69","126.86M","-1.26%"
"11/19/2018","13,906.31","13,967.85","14,005.28","13,897.91","150.59M","-0.45%"
"11/18/2018","13,968.80","13,714.79","13,976.21","13,714.79","129.46M","2.10%"
"11/15/2018","13,681.67","13,501.91","13,695.39","13,501.79","179.44M","1.44%"
"11/14/2018","13,487.20","13,536.06","13,536.06","13,465.04","145.40M","-0.42%"
"11/13/2018","13,543.64","13,678.48","13,717.81","13,543.64","183.67M","-0.98%"
"11/12/2018","13,678.36","13,571.06","13,678.36","13,527.97","175.73M","0.79%"
"11/11/2018","13,570.89","13,735.08","13,776.69","13,570.89","158.84M","-1.18%"
"11/08/2018","13,732.68","13,605.84","13,746.33","13,605.84","204.94M","0.86%"
"11/07/2018","13,615.85","13,444.54","13,652.26","13,444.54","191.75M","1.34%"
"11/06/2018","13,436.11","13,229.14","13,436.11","13,222.34","205.28M","1.52%"
"11/05/2018","13,234.62","13,161.52","13,236.59","13,161.52","161.02M","0.49%"
"11/04/2018","13,170.28","13,202.09","13,244.74","13,169.61","105.11M","-0.24%"
"11/01/2018","13,202.32","13,249.60","13,254.14","13,199.23","141.20M","-0.36%"
"10/31/2018","13,250.29","13,167.21","13,378.62","13,167.21","165.31M","0.73%"
"10/30/2018","13,154.56","13,074.72","13,155.46","13,074.72","135.31M","0.61%"
"10/29/2018","13,074.47","12,980.84","13,074.47","12,956.29","96.09M","0.72%"
"10/28/2018","12,980.96","13,030.37","13,094.34","12,967.70","92.85M","-0.33%"
"10/25/2018","13,023.73","13,204.33","13,204.33","12,991.27","124.94M","-1.68%"
"10/24/2018","13,246.39","13,580.11","13,580.11","13,246.39","102.94M","-2.45%"
"10/23/2018","13,579.60","13,642.89","13,669.39","13,524.43","117.42M","-0.49%"
"10/22/2018","13,646.26","13,551.16","13,646.26","13,551.16","129.96M","0.90%"
"10/21/2018","13,524.67","13,602.20","13,602.20","13,428.18","75.62M","-0.88%"
"10/18/2018","13,644.16","13,815.32","13,838.52","13,643.60","102.10M","-1.24%"
"10/17/2018","13,815.60","13,691.77","13,845.25","13,691.77","126.00M","0.92%"
"10/16/2018","13,689.39","13,495.92","13,698.03","13,453.28","92.52M","1.24%"
"10/15/2018","13,521.46","13,560.99","13,572.90","13,408.34","92.70M","-0.12%"
"10/14/2018","13,537.47","13,283.58","13,588.46","13,283.58","89.85M","1.91%"
"10/11/2018","13,283.31","13,443.68","13,443.68","13,174.06","132.23M","-2.48%"
"10/10/2018","13,621.23","13,626.76","13,627.63","13,558.87","123.76M","0.24%"
"10/09/2018","13,588.74","13,603.94","13,690.08","13,587.23","94.65M","-0.11%"
"10/08/2018","13,604.01","14,107.43","14,110.65","13,604.01","97.77M","-3.55%"
"10/04/2018","14,104.90","14,300.74","14,300.74","14,070.54","92.08M","-1.46%"
"10/03/2018","14,313.17","14,415.51","14,491.45","14,313.17","110.69M","-0.48%"
"10/02/2018","14,381.55","14,446.65","14,455.37","14,380.71","92.04M","-0.45%"
"10/01/2018","14,446.72","14,589.98","14,589.98","14,446.72","69.39M","-1.16%"
"09/30/2018","14,616.47","14,633.10","14,810.98","14,615.13","98.69M","-0.11%"
"09/27/2018","14,632.40","14,612.56","14,647.83","14,540.14","110.38M","0.14%"
"09/26/2018","14,612.18","14,360.18","14,615.93","14,360.18","120.14M","1.77%"
"09/25/2018","14,358.64","14,200.43","14,360.99","14,191.10","97.75M","1.11%"
"09/24/2018","14,200.68","14,267.27","14,304.17","14,179.12","158.02M","-0.42%"
"09/23/2018","14,261.25","14,084.25","14,304.18","14,084.25","90.45M","1.26%"
"09/20/2018","14,083.48","14,100.90","14,371.70","14,054.52","212.11M","-0.11%"
